from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP
6021	6040	JAX00463075	JAX00463116	20	67340969	67487877	chr18	4.79382427456871
6041	6060	JAX00463117	JAX00463162	20	67488836	67661370	chr18	4.81656643560055
6061	6080	JAX00463163	JAX00463210	20	67662222	67843345	chr18	4.82225455170049
6081	6100	JAX00463212	JAX00084605	20	67855823	68016128	chr18	4.86005707411367
6101	6120	JAX00463261	JAX00463310	20	68024157	68163469	chr18	4.89374434711498
6121	6140	JAX00463311	JAX00463369	20	68164046	68316675	chr18	4.89498566772262
6141	6160	JAX00463372	UNC29508118	20	68318134	68510455	chr18	4.95911853401951
6161	6180	UNC29508356	JAX00463452	20	68529171	68680883	chr18	5.01936582724062
6181	6200	JAX00463454	JAX00463498	20	68685258	68819554	chr18	5.02039829069583
6201	6220	JAX00463499	JAX00463548	20	68819641	68929305	chr18	5.02136352655967
6221	6240	JAX00084674	JAX00463573	20	68929407	69066099	chr18	5.03140620311214
6241	6260	UNC29516660	UNC29518535	20	69074300	69188229	chr18	5.17253489559466
6261	6280	UNC29518639	JAX00463686	20	69194112	69283640	chr18	5.41588366049294
6281	6300	JAX00463688	UNC29520777	20	69284031	69328737	chr18	5.43121506564449
6301	6320	UNC29520815	JAX00463743	20	69329968	69393781	chr18	5.44063986476095
6321	6340	JAX00463745	UNC29523434	20	69402838	69545336	chr18	5.46657921633796
6341	6360	JAX00463770	JAX00463825	20	69563426	69681478	chr18	5.49957362642526
6361	6380	UNC29525491	UNC29526781	20	69694087	69802270	chr18	5.52405019124719
6381	6400	JAX00463872	JAX00463923	20	69806114	69954685	chr18	5.55204796271428
6401	6420	UNC29528959	JAX00463977	20	69958359	70088462	chr18	5.67729273650382
6421	6440	JAX00213725	JAX00464044	20	70099713	70229742	chr18	5.78545470810695
6441	6460	JAX00464045	JAX00464087	20	70233758	70418925	chr18	5.84717162360641
6461	6480	JAX00464090	JAX00084803	20	70436991	70660605	chr18	5.88309388005782
6481	6500	JAX00464137	UNC29542964	20	70660810	70825259	chr18	5.94880204776476
6501	6520	JAX00464170	UNC29546737	20	70838314	71064393	chr18	5.94019966892821
6521	6540	JAX00464226	UNC29551003	20	71082843	71329975	chr18	5.96808407243297
6541	6560	JAX00464281	JAX00464321	20	71342614	71502367	chr18	5.96544927600934
6561	6580	JAX00464322	JAX00464369	20	71503182	71688556	chr18	5.89633319328643
6581	6600	JAX00084879	JAX00464425	20	71691422	71920838	chr18	5.8611378445398
6601	6620	JAX00464427	JAX00464467	20	71920939	72143932	chr18	5.86124140002474
6621	6640	UNC29563936	B6_18-072387016-S	20	72144535	72387016	chr18	5.82864144971046
6641	6660	JAX00464518	JAX00464559	20	72391268	72545005	chr18	5.79550228409941
6661	6680	JAX00464560	JAX00464611	20	72545045	72845663	chr18	5.96675367105606
6681	6700	JAX00464612	JAX00464640	20	72845689	73014638	chr18	5.91586516268004
6701	6720	JAX00464643	UNC29580345	20	73027092	73151236	chr18	5.93636030891541
6721	6740	JAX00464688	UNC29582413	20	73181865	73295130	chr18	6.17671727512474
6741	6760	JAX00464732	UNC29586009	20	73296213	73532786	chr18	5.41319494323334
6761	6780	JAX00464772	JAX00464804	20	73534195	73709398	chr18	5.24328152597638
6781	6800	JAX00464807	JAX00464855	20	73709822	73955866	chr18	5.15638471822203
6801	6820	UNC29592644	JAX00464915	20	73972152	74124230	chr18	5.19094128383871
6821	6840	JAX00464917	UNC29598811	20	74126554	74324041	chr18	5.13297285861017
6841	6860	JAX00085076	JAX00085090	20	74327938	74528033	chr18	4.98623179294937
6861	6880	JAX00464997	JAX00465069	20	74533496	74684880	chr18	4.97302097288843
6881	6900	JAX00465070	UNC29605915	20	74684962	74803860	chr18	4.89204980212221
6901	6920	JAX00085112	JAX00465181	20	74813850	74977969	chr18	4.7022187435108
6921	6940	UNC29609122	UNC180170591	20	74979153	75153969	chr18	4.66564541079222
6941	6960	JAX00465245	UNC29614305	20	75161512	75273654	chr18	4.62591431984471
6961	6980	JAX00465278	UNC29615185	20	75276210	75352676	chr18	4.63182006656223
6981	7000	JAX00465317	UNC29617983	20	75367716	75559349	chr18	4.41952227786902
7001	7020	JAX00465371	JAX00465419	20	75560858	75700896	chr18	4.41974122232459
7021	7040	JAX00085180	JAX00465472	20	75715060	75871463	chr18	4.40443331621394
7041	7060	UNC29623368	JAX00465528	20	75874018	76040050	chr18	4.39345163862267
7061	7080	UNC29626570	UNC29628452	20	76051022	76151394	chr18	4.38823223032151
7081	7100	JAX00085212	JAX00085222	20	76151994	76308676	chr18	4.38893080620296
7101	7120	JAX00085224	JAX00085236	20	76314127	76454237	chr18	4.31879870329972
7121	7140	JAX00465626	JAX00465675	20	76465755	76605026	chr18	4.51242781741681
7141	7160	JAX00465676	UNC29637116	20	76605101	76865663	chr18	4.59226767321382
7161	7180	JAX00465734	JAX00465784	20	76865725	77054811	chr18	4.72040314510295
7181	7200	JAX00213857	UNC29642886	20	77062186	77214162	chr18	4.66162668661297
7201	7220	JAX00085286	JAX00465858	20	77227622	77480249	chr18	4.69041146914782
7221	7240	JAX00085307	JAX00465900	20	77510714	77686452	chr18	4.47149939448536
7241	7260	JAX00085320	JAX00465950	20	77691523	77889093	chr18	4.65906669452306
7261	7280	JAX00085335	JAX00465985	20	77890243	78086663	chr18	4.86287130255247
7281	7300	JAX00085351	JAX00466044	20	78094239	78260186	chr18	4.90443206252122
7301	7320	JAX00466045	JAX00466098	20	78261875	78418897	chr18	4.92550218083144
7321	7340	JAX00466099	JAX00085384	20	78420924	78527485	chr18	4.94645360168902
7341	7360	JAX00466151	JAX00466192	20	78544196	78705650	chr18	4.999104911068
7361	7380	JAX00466194	UNC29664750	20	78711770	78848656	chr18	5.03841624144039
7381	7400	JAX00466242	UNC29666701	20	78856946	78977148	chr18	5.09274621887751
7401	7420	UNC29667312	JAX00466336	20	79016850	79083239	chr18	5.00897199280413
7421	7440	JAX00466338	JAX00466380	20	79097900	79220872	chr18	4.87032524616113
7441	7460	JAX00466383	JAX00466426	20	79233221	79338727	chr18	4.84141103993428
7461	7480	JAX00466429	JAX00466458	20	79346049	79535036	chr18	4.81693500640859
7481	7500	JAX00085459	JAX00085475	20	79535467	79745807	chr18	4.85103782935807
7501	7520	JAX00466494	JAX00466561	20	79745929	79938360	chr18	4.59363817990985
7521	7540	JAX00085489	JAX00466587	20	79951226	80133657	chr18	4.52864783207469
7541	7560	JAX00466593	UNC29685792	20	80147094	80275909	chr18	4.70481971702417
7561	7580	JAX00466637	JAX00466666	20	80279984	80380807	chr18	4.80444785669418
7581	7600	UNC29687276	UNC29689297	20	80382732	80481257	chr18	4.80543768606657
7601	7620	UNC29689437	JAX00466742	20	80490608	80612059	chr18	4.80975386593437
7621	7640	UNC29691584	JAX00085550	20	80620685	80740140	chr18	4.80615555297499
7641	7660	JAX00466793	JAX00466839	20	80740407	80821369	chr18	5.00947856123299
7661	7680	JAX00466840	JAX00085564	20	80823350	80947534	chr18	5.05965579177154
7681	7700	UNC29696682	JAX00466932	20	80950284	81105356	chr18	5.07557551562954
7701	7720	JAX00085576	JAX00466965	20	81106086	81247380	chr18	4.94421698673335
7721	7740	JAX00466967	JAX00467020	20	81248582	81392652	chr18	4.92922278989974
7741	7760	UNC29703093	JAX00085613	20	81400133	81592251	chr18	4.88192710717524
7761	7780	JAX00467083	UNC29708430	20	81610048	81718203	chr18	4.86478618519745
7781	7800	UNC29708529	UNC29709481	20	81725201	81782169	chr18	4.85600130057361
7801	7820	UNC29709504	JAX00085639	20	81783969	81938986	chr18	4.84449920239801
7821	7840	JAX00467161	JAX00467191	20	81940779	82060038	chr18	4.82897713383808
7841	7860	JAX00467192	backupJAX00467217	20	82060163	82159602	chr18	4.81421338012935
7861	7880	JAX00467220	JAX00467247	20	82167150	82328047	chr18	4.75077665147522
7881	7900	UNC29718595	UNC29720598	20	82328731	82476391	chr18	4.7505771749919
7901	7920	UNC29720791	JAX00467292	20	82488078	82616727	chr18	4.66220008872626
7921	7940	JAX00467293	UNC29725095	20	82617093	82752401	chr18	4.58706340340765
7941	7960	JAX00085701	UNC29726493	20	82755193	82881463	chr18	4.57488772961309
7961	7980	backupJAX00085710	JAX00467392	20	82883715	83036266	chr18	4.64310616555192
7981	8000	UNC29729228	JAX00467424	20	83046853	83191074	chr18	4.66266916858952
8001	8020	UNC29731696	JAX00467467	20	83203886	83348167	chr18	4.6988681790788
8021	8040	UNC29734208	JAX00467515	20	83350301	83575849	chr18	4.74374354078213
8041	8060	JAX00467517	JAX00467559	20	83576117	83689320	chr18	4.76104210088396
8061	8080	JAX00467560	JAX00085784	20	83691890	83866168	chr18	4.76799649397747
8081	8100	JAX00467603	UNC29743873	20	83869560	83999514	chr18	4.77518306724233
8101	8120	JAX00467663	JAX00467704	20	84004870	84191266	chr18	4.79583900775246
8121	8140	UNC29747163	UNC29748477	20	84198888	84304249	chr18	4.81704805617369
8141	8160	UNC29748586	UNC29749724	20	84310531	84385848	chr18	4.81881524229519
8161	8180	UNC29749856	JAX00467827	20	84400093	84522156	chr18	4.78422031111934
8181	8200	JAX00467831	JAX00467877	20	84571079	84809319	chr18	4.76801385374845
8201	8220	UNC29755174	UNC29759306	20	84818324	85051407	chr18	4.69436736112541
8221	8240	JAX00467946	UNC29762632	20	85107593	85305792	chr18	4.67773202087807
8241	8260	JAX00467989	JAX00468026	20	85308581	85468730	chr18	4.67257250160151
8261	8280	JAX00468032	JAX00468066	20	85475990	85605317	chr18	4.65179404593616
8281	8300	UNC29766529	JAX00468118	20	85606149	85834285	chr18	4.69715647768581
8301	8320	UNC29769984	JAX00468175	20	85848981	86172893	chr18	4.72307671625689
8321	8340	JAX00468176	JAX00468220	20	86183194	86481267	chr18	4.7566785002886
8341	8360	JAX00468221	JAX00468256	20	86487258	86608207	chr18	5.01304880991189
8361	8380	JAX00085990	JAX00468285	20	86612662	86760604	chr18	5.43636969566529
8381	8400	JAX00468286	JAX00468317	20	86761212	86959139	chr18	5.1179745418862
8401	8420	JAX00086016	JAX00086035	20	86959473	87213618	chr18	5.17355499734713
8421	8440	UNC29788458	JAX00468392	20	87219109	87535704	chr18	5.1493613006655
8441	8460	JAX00086062	JAX00214106	20	87575409	87888512	chr18	5.15528397620213
8461	8480	JAX00468444	JAX00086105	20	87900865	88178509	chr18	5.28097079650398
8481	8500	JAX00214116	JAX00468505	20	88196008	88339676	chr18	5.25943326299429
8501	8520	JAX00086121	JAX00086136	20	88397211	88596193	chr18	5.16333631268091
8521	8540	JAX00086137	JAX00468582	20	88601935	88772598	chr18	5.21087979274429
8541	8560	UNC29808274	JAX00468619	20	88783938	88956482	chr18	5.20412703368455
8561	8580	JAX00468624	JAX00468691	20	88965467	89245216	chr18	5.14558821620385
8581	8600	JAX00468693	JAX00086210	20	89254838	89574388	chr18	5.19335677530753
8601	8620	JAX00468738	JAX00468781	20	89583635	89860200	chr18	5.07160882492996
8621	8640	JAX00468787	JAX00086248	20	89876737	90089708	chr18	5.03609731611556
8641	8660	JAX00468831	JAX00468874	20	90113668	90560873	chr18	5.03227808783174
1	20	UNC29824296	JAX00468955	20	3151739	3461406	chr19	7.08421368182865
21	40	JAX00086326	JAX00468995	20	3463953	3643461	chr19	7.06433873546027
41	60	JAX00468997	JAX00469069	20	3657912	4025502	chr19	7.08753723527671
61	80	JAX00469082	JAX00469134	20	4057900	4273189	chr19	7.18973847542721
81	100	JAX00086388	JAX00469201	20	4304147	4557237	chr19	7.1896854655728
101	120	JAX00469206	JAX00469264	20	4570697	4750402	chr19	7.18571129054129
121	140	JAX00469272	JAX00469318	20	4780345	5016576	chr19	7.06459320259933
141	160	JAX00214211	UNC29840729	20	5033713	5206280	chr19	6.96441726923439
161	180	JAX00086457	JAX00086475	20	5225489	5450169	chr19	6.86971201619735
181	200	JAX00469423	JAX00086499	20	5450444	5778884	chr19	6.81718464362805
201	220	JAX00469491	JAX00469546	20	5796095	6101686	chr19	6.75766453834721
221	240	JAX00469547	JAX00469610	20	6104623	6322644	chr19	6.41351138267988
241	260	JAX00086540	JAX00469690	20	6347948	6649216	chr19	6.28804100605283
261	280	JAX00086564	JAX00469764	20	6650173	7141171	chr19	6.28496659033596
281	300	UNC29858472	JAX00469825	20	7200288	7562517	chr19	6.3121568864843
301	320	JAX00469826	JAX00469861	20	7564785	7850418	chr19	6.15643049300074
321	340	JAX00086639	UNC29867469	20	7864201	8600467	chr19	6.02274993689018
341	360	JAX00469956	JAX00214286	20	8655244	8898845	chr19	5.96639631740438
361	380	JAX00214287	JAX00086728	20	8898874	9041740	chr19	5.94927543788337
381	400	JAX00470004	backupUNC190142636	20	9055848	9647938	chr19	6.06794554013477
401	420	JAX00470079	JAX00470107	20	9721054	10031439	chr19	5.88626099976639
421	440	JAX00470110	JAX00470164	20	10043097	10170276	chr19	5.98301114461093
441	460	UNC29878754	JAX00470212	20	10180106	10361867	chr19	5.92110652995091
461	480	JAX00214313	JAX00086831	20	10383152	10562014	chr19	5.60420155841992
481	500	JAX00470263	JAX00470319	20	10563213	10723023	chr19	5.55945050673137
501	520	UNC29885105	JAX00470345	20	10731379	10809210	chr19	5.55693584255795
521	540	UNC29886257	JAX00470389	20	10813304	10965080	chr19	5.55886025973318
541	560	JAX00470391	JAX00470435	20	10966071	11051290	chr19	5.56071533082235
561	580	JAX00086868	JAX00086886	20	11068208	11289299	chr19	6.26511543104659
581	600	JAX00470489	JAX00470522	20	11300787	11420291	chr19	6.37986073098526
601	620	UNC29894668	JAX00470593	20	11451693	11631319	chr19	6.37302385103184
621	640	JAX00086912	JAX00086923	20	11632011	11787445	chr19	6.37467580122696
641	660	JAX00470658	UNC29902290	20	11787784	11997758	chr19	6.35952989152175
661	680	JAX00086939	JAX00470803	20	12000497	12409479	chr19	6.65613907159467
681	700	JAX00470804	JAX00086982	20	12411263	12567453	chr19	6.85123367078813
701	720	JAX00470861	JAX00470904	20	12585131	12715604	chr19	6.85873470854045
721	740	JAX00086993	JAX00214368	20	12720381	12892208	chr19	6.8143293295378
741	760	JAX00470959	JAX00471006	20	12893820	13153648	chr19	6.84324487596011
761	780	JAX00471011	JAX00471085	20	13183435	13628181	chr19	6.85240252502366
781	800	JAX00087062	JAX00471159	20	13664961	14057535	chr19	6.65517365566438
801	820	JAX00087091	JAX00471216	20	14057713	14309170	chr19	6.52970147216321
821	840	JAX00471220	JAX00471282	20	14309701	14511384	chr19	6.53056849559361
841	860	JAX00471284	JAX00471338	20	14511811	14736433	chr19	6.5312786296409
861	880	JAX00087144	JAX00471410	20	14755340	14961363	chr19	6.51119359861023
881	900	UNC29937035	JAX00471467	20	14969348	15166390	chr19	6.49062132718738
901	920	JAX00471468	JAX00471518	20	15178232	15348197	chr19	7.1578776068744
921	940	UNC29941863	JAX00471566	20	15351691	15488785	chr19	7.24585123932501
941	960	UNC29943742	JAX00471610	20	15501123	15653688	chr19	7.29782635651538
961	980	JAX00471611	UNC29947593	20	15655385	15781757	chr19	7.29508872170621
981	1000	JAX00471651	JAX00214433	20	15783720	15970233	chr19	7.33108691014668
1001	1020	JAX00214434	JAX00471751	20	16005519	16132502	chr19	7.36084231953526
1021	1040	UNC29953665	JAX00087261	20	16136426	16313177	chr19	7.19841374238861
1041	1060	JAX00471787	JAX00214442	20	16323845	16498386	chr19	7.07001337198006
1061	1080	JAX00214443	JAX00087286	20	16498402	16654464	chr19	7.17455466135156
1081	1100	JAX00471888	JAX00471921	20	16654857	16836343	chr19	7.15322217778703
1101	1120	JAX00471929	JAX00471977	20	16866135	16995619	chr19	7.14850412936139
1121	1140	JAX00471980	JAX00472021	20	17005083	17132286	chr19	6.72367376357048
1141	1160	JAX00087323	JAX00472071	20	17135573	17273185	chr19	6.6671036130578
1161	1180	JAX00472072	UNC29975528	20	17274595	17447227	chr19	6.72600387141917
1181	1200	JAX00087347	UNC29979011	20	17469612	17651239	chr19	6.63876220972158
1201	1220	JAX00472146	JAX00087372	20	17656044	17786297	chr19	6.62533104806739
1221	1240	UNC29981183	JAX00472235	20	17803407	17881101	chr19	6.26471247657792
1241	1260	UNC29982619	UNC29986094	20	17882106	18097492	chr19	6.04099664209001
1261	1280	JAX00472290	UNC29988765	20	18100466	18257355	chr19	6.02470536053136
1281	1300	JAX00472349	UNC29990261	20	18264021	18379709	chr19	6.02820296527577
1301	1320	UNC29990641	JAX00087427	20	18396700	18535885	chr19	6.03206400657257
1321	1340	JAX00472427	UNC29997895	20	18550998	18825191	chr19	6.00959135724112
1341	1360	JAX00472507	JAX00472553	20	18847208	18967666	chr19	6.07720644708154
1361	1380	JAX00472558	JAX00087483	20	18971827	19286642	chr19	6.19358484775452
1381	1400	UNC30005204	JAX00472674	20	19317026	19596276	chr19	6.17202298938403
1401	1420	JAX00087506	UNC30012752	20	19597932	19798913	chr19	6.23687862695478
1421	1440	JAX00472715	JAX00472770	20	19799588	19967584	chr19	6.34851251135951
1441	1460	JAX00087535	JAX00472823	20	19972780	20133819	chr19	6.34762531803332
1461	1480	UNC30019704	JAX00087557	20	20138906	20269984	chr19	6.3466117212092
1481	1500	UNC30022738	JAX00472922	20	20304969	20504682	chr19	6.32212322965302
1501	1520	JAX00472925	UNC30030595	20	20510974	20755577	chr19	6.24640008747822
1521	1540	JAX00472965	JAX00214516	20	20759425	21035140	chr19	6.24391830346601
1541	1560	JAX00087614	JAX00473072	20	21035472	21237576	chr19	6.24242246178023
1561	1580	JAX00473073	JAX00087644	20	21237700	21437508	chr19	6.2408633278621
1581	1600	JAX00473111	JAX00473189	20	21457952	21688170	chr19	6.23427278685397
1601	1620	JAX00214532	JAX00473243	20	21700797	21889780	chr19	6.29179719375757
1621	1640	JAX00473246	JAX00473293	20	21895925	22037912	chr19	6.45179880398052
1641	1660	JAX00473296	JAX00473334	20	22058314	22225895	chr19	6.45478620267401
1661	1680	JAX00473335	UNC30060151	20	22231901	22356621	chr19	6.47196947075255
1681	1700	JAX00473368	JAX00087720	20	22364196	22437443	chr19	6.58488944122078
1701	1720	JAX00473402	JAX00473434	20	22438540	22542350	chr19	6.58757151871268
1721	1740	UNC30063842	UNC30066672	20	22547774	22672461	chr19	6.59149449203527
1741	1760	UNC30066709	UNC190158824	20	22674350	22734948	chr19	6.59030468244121
1761	1780	JAX00473483	JAX00087750	20	22743646	22843125	chr19	6.51052542231272
1781	1800	JAX00473520	JAX00473545	20	22850361	22955634	chr19	6.50718692216608
1801	1820	JAX00087760	UNC30073846	20	22991001	23209706	chr19	6.50153684922888
1821	1840	JAX00473590	JAX00473624	20	23236176	23401807	chr19	6.23253651887
1841	1860	UNC30076257	JAX00473675	20	23417283	23548845	chr19	5.53472568784523
1861	1880	JAX00087803	JAX00473706	20	23548992	23686374	chr19	5.3301524665715
1881	1900	UNC30081265	JAX00087824	20	23714241	23839726	chr19	5.31806843875328
1901	1920	UNC30083200	JAX00473790	20	23848373	23992032	chr19	5.30801219531965
1921	1940	JAX00473791	JAX00473856	20	23992173	24181544	chr19	5.30400465617421
1941	1960	UNC30089534	JAX00473917	20	24190877	24337532	chr19	5.43215986996559
1961	1980	JAX00473922	JAX00473971	20	24342552	24460728	chr19	5.51013096520298
1981	2000	JAX00473972	UNC30096312	20	24460813	24557342	chr19	5.52013842793497
2001	2020	JAX00474013	JAX00087890	20	24578013	24708366	chr19	5.5380181424748
2021	2040	JAX00087891	JAX00474137	20	24711237	24858837	chr19	5.65432955407934
2041	2060	JAX00087903	JAX00087914	20	24885034	25026368	chr19	5.656560331981
2061	2080	JAX00087915	JAX00087925	20	25031884	25173685	chr19	5.7401739039723
2081	2100	JAX00474234	UNC30109500	20	25182615	25289354	chr19	5.75927284900892
2101	2120	UNC30109707	UNC30111972	20	25300664	25428076	chr19	5.75842685563474
2121	2140	JAX00474314	JAX00474347	20	25431608	25502972	chr19	5.74785712785017
2141	2160	JAX00474353	UNC30116243	20	25508227	25660032	chr19	5.73100009241808
2161	2180	UNC30116486	JAX00087973	20	25673692	25808619	chr19	5.75073128312241
2181	2200	JAX00087974	JAX00087990	20	25812178	26041377	chr19	5.75083285032918
2201	2220	UNC30121953	UNC30124707	20	26043143	26221877	chr19	5.7509567485701
2221	2240	JAX00474459	JAX00088016	20	26222213	26402766	chr19	5.68243644575291
2241	2260	JAX00088017	JAX00474535	20	26402907	26530601	chr19	5.56183451249315
2261	2280	UNC30128908	UNC30131377	20	26532532	26726693	chr19	5.70205109415396
2281	2300	JAX00474588	JAX00088046	20	26728687	26796070	chr19	5.8380519721379
2301	2320	JAX00474618	JAX00474655	20	26796726	26966357	chr19	5.83492400103271
2321	2340	JAX00088061	JAX00474700	20	26972812	27208857	chr19	5.81429043338378
2341	2360	JAX00088078	JAX00474740	20	27211342	27304245	chr19	5.79553951091301
2361	2380	JAX00088084	JAX00474777	20	27306478	27423742	chr19	5.78373079981908
2381	2400	JAX00474778	JAX00474821	20	27447404	27622081	chr19	5.76376354098472
2401	2420	JAX00088108	JAX00088120	20	27626106	27773993	chr19	5.73898277431328
2421	2440	JAX00474865	JAX00474908	20	27812088	28033976	chr19	5.70654530177617
2441	2460	JAX00474909	JAX00474938	20	28036289	28196274	chr19	5.63524771725373
2461	2480	UNC30151319	UNC190031953	20	28196340	28332980	chr19	5.60396395903943
2481	2500	JAX00474979	UNC30155232	20	28346735	28460699	chr19	5.71521401393985
2501	2520	UNC30155279	UNC30157046	20	28464594	28573824	chr19	5.71472531247493
2521	2540	JAX00475033	JAX00475081	20	28592961	28713114	chr19	5.7141479131882
2541	2560	JAX00475082	UNC30161048	20	28713239	28851513	chr19	5.65643003784039
2561	2580	UNC190436035	JAX00475156	20	28851565	28981307	chr19	5.56148327705475
2581	2600	JAX00475157	UNC30165688	20	28982077	29177397	chr19	5.55983747632082
2601	2620	JAX00214692	UNC30168030	20	29186856	29315318	chr19	5.56984629569193
2621	2640	JAX00475222	JAX00475250	20	29316320	29460459	chr19	5.58197367397618
2641	2660	JAX00475251	JAX00475274	20	29460787	29638855	chr19	5.58051788029085
2661	2680	JAX00475275	JAX00475324	20	29649577	29957356	chr19	5.57815742610502
2681	2700	JAX00475327	JAX00475362	20	29969895	30075464	chr19	5.57681611118435
2701	2720	UNC30178120	JAX00475398	20	30112132	30262570	chr19	5.59971847209783
2721	2740	UNC30180314	JAX00475442	20	30268715	30526588	chr19	5.62146953588572
2741	2760	UNC30184319	JAX00475498	20	30527521	30739431	chr19	5.6135316022932
2761	2780	JAX00475500	JAX00475527	20	30739635	30934387	chr19	5.61452475474122
2781	2800	JAX00475529	JAX00475565	20	30935629	31020143	chr19	5.60006878584611
2801	2820	JAX00088363	JAX00475607	20	31027995	31235645	chr19	5.59570154798981
2821	2840	UNC30195210	UNC30196349	20	31255940	31350011	chr19	5.59238822871015
2841	2860	JAX00475632	backupJAX00088399	20	31354267	31508821	chr19	5.58263404189235
2861	2880	UNC30199206	JAX00475705	20	31541649	31695707	chr19	5.43212767374078
2881	2900	JAX00475706	JAX00475736	20	31699929	31885892	chr19	5.42823621532245
2901	2920	JAX00475737	UNC30206298	20	31886066	32175244	chr19	5.30570449651642
2921	2940	JAX00475775	UNC30209395	20	32176656	32506320	chr19	5.13752427806188
2941	2960	JAX00088472	UNC30211827	20	32514062	32693893	chr19	5.20036234411528
2961	2980	JAX00088489	JAX00475885	20	32702598	32899331	chr19	5.22951072473314
2981	3000	JAX00475888	UNC30217153	20	32906548	33097446	chr19	5.21773819482337
3001	3020	JAX00475948	JAX00088526	20	33098190	33210050	chr19	4.94738597218774
3021	3040	JAX00088527	UNC30221931	20	33223138	33470439	chr19	4.96069551140894
3041	3060	JAX00476009	JAX00088592	20	33472373	34106569	chr19	4.96418229760283
3061	3080	JAX00476091	UNC30228534	20	34117720	34275010	chr19	4.96732029345904
3081	3100	JAX00476128	UNC30230086	20	34288156	34381234	chr19	4.96848404239987
3101	3120	JAX00476178	UNC30232200	20	34392975	34523469	chr19	5.20078649639029
3121	3140	JAX00476221	JAX00476259	20	34532638	34748619	chr19	5.03408843239335
3141	3160	JAX00476260	JAX00088648	20	34748858	34833599	chr19	4.97000235348631
3161	3180	UNC30236020	JAX00476341	20	34836298	34941912	chr19	4.92032283268519
3181	3200	JAX00476342	JAX00476394	20	34943335	35161854	chr19	4.64676063707936
3201	3220	JAX00476397	JAX00088697	20	35167233	35508520	chr19	4.56674850377187
3221	3240	JAX00088698	JAX00476493	20	35508659	35839500	chr19	4.57349594150029
3241	3260	JAX00476494	UNC30255760	20	35843053	36112225	chr19	4.55439992549351
3261	3280	JAX00476535	JAX00476552	20	36116310	36212377	chr19	4.57976780584716
3281	3300	UNC30257246	JAX00476594	20	36213396	36331710	chr19	4.59407721039982
3301	3320	JAX00476595	JAX00476634	20	36338228	36583798	chr19	4.62701686700055
3321	3340	JAX00476635	JAX00476673	20	36584284	36839211	chr19	4.66285835616256
3341	3360	JAX00088799	JAX00088816	20	36869166	37087484	chr19	4.87554216539358
3361	3380	UNC30269603	JAX00476727	20	37104063	37290747	chr19	4.92951724500751
3381	3400	JAX00476728	JAX00088843	20	37294115	37428130	chr19	5.02344180475618
3401	3420	JAX00476751	UNC30274859	20	37445040	37562721	chr19	5.03688830679627
3421	3440	JAX00476771	UNC30276491	20	37565966	37682166	chr19	5.04764990179364
3441	3460	JAX00476789	JAX00476829	20	37682715	37787614	chr19	5.05925460700508
3461	3480	JAX00476831	JAX00476858	20	37790924	37921094	chr19	5.07385800444494
3481	3500	UNC30280369	UNC30284006	20	37933462	38133623	chr19	5.09132930731984
3501	3520	JAX00476897	UNC30285888	20	38134748	38241906	chr19	5.10767690091622
3521	3540	JAX00476959	JAX00476992	20	38247119	38348544	chr19	5.40120010881397
3541	3560	JAX00476993	JAX00477034	20	38348668	38537168	chr19	5.70696851870299
3561	3580	JAX00477043	JAX00477094	20	38562542	38735851	chr19	5.72898695200177
3581	3600	UNC30293331	JAX00088949	20	38741876	38864489	chr19	5.74659496762609
3601	3620	JAX00477136	JAX00477181	20	38868166	39110691	chr19	5.76674953725563
3621	3640	UNC30298859	JAX00089011	20	39167477	39718417	chr19	5.8624682924153
3641	3660	JAX00214941	UNC30307171	20	39740946	40239773	chr19	5.96092548428109
3661	3680	JAX00477320	JAX00477355	20	40239940	40371595	chr19	5.98478274844806
3681	3700	UNC30309532	UNC30310811	20	40373375	40460879	chr19	5.99198121471176
3701	3720	JAX00089064	JAX00477411	20	40474342	40542250	chr19	5.99896893237254
3721	3740	JAX00089069	JAX00477456	20	40543851	40683185	chr19	6.00413367813111
3741	3760	UNC30315337	JAX00089091	20	40690336	40852130	chr19	6.03480057773925
3761	3780	JAX00477508	JAX00477543	20	40854611	40965702	chr19	5.97684841782071
3781	3800	JAX00477544	JAX00477584	20	40976468	41092437	chr19	6.55482496439836
3801	3820	UNC30323050	JAX00089126	20	41093241	41321726	chr19	6.7609369307614
3821	3840	JAX00477613	UNC30329433	20	41324055	41579928	chr19	6.76434017817785
3841	3860	JAX00477665	JAX00089161	20	41580513	41763736	chr19	6.71639860515726
3861	3880	JAX00477709	JAX00089174	20	41765300	41957032	chr19	6.66095624118286
3881	3900	UNC30334487	JAX00477786	20	41957604	42082083	chr19	6.66898562680391
3901	3920	JAX00477791	JAX00477812	20	42093729	42253170	chr19	6.48466081011837
3921	3940	UNC30338778	JAX00477867	20	42271497	42459300	chr19	6.4428637890984
3941	3960	JAX00477872	JAX00477913	20	42463526	42540449	chr19	6.50220901020274
3961	3980	JAX00477914	JAX00477959	20	42541141	42671953	chr19	6.50060567043055
3981	4000	JAX00477961	JAX00089243	20	42673021	42879121	chr19	6.39630883021303
4001	4020	JAX00478000	JAX00478050	20	42879603	43021533	chr19	6.01805764917465
4021	4040	JAX00478051	JAX00089266	20	43023595	43180320	chr19	5.99676618777196
