from	to	from.marker	to.marker	width	from.bp	to.bp	chromosome	logP	pointwise.permute.pval	genomewide.permute.pval
4841	4860	JAX00054009	UNC24151149	20	66968623	67202693	chr14	0.371381899337902	0.415	1.005
4861	4880	UNC24151896	JAX00205135	20	67265309	67481410	chr14	0.36926031562321	0.42	1.005
4881	4900	JAX00054049	UNC24158690	20	67501982	67735618	chr14	0.360101813768458	0.43	1.005
4901	4920	JAX00382390	JAX00382427	20	67755519	67948620	chr14	0.359921980616928	0.43	1.005
4921	4940	JAX00382429	UNC24164979	20	67971269	68186985	chr14	0.359741058996996	0.435	1.005
4941	4960	JAX00382480	JAX00205155	20	68192809	68413562	chr14	0.359561852912596	0.435	1.005
4961	4980	UNC24168410	JAX00382586	20	68423308	68561616	chr14	0.323123209098261	0.475	1.005
4981	5000	JAX00382587	JAX00054143	20	68562905	68740043	chr14	0.319338550963264	0.48	1.005
5001	5020	UNC24173459	JAX00382674	20	68761670	68880328	chr14	0.319629803878244	0.48	1.005
5021	5040	JAX00054153	JAX00054171	20	68881812	69107009	chr14	0.319785618202396	0.485	1.005
5041	5060	JAX00382731	JAX00054184	20	69107940	69279297	chr14	0.323593677153447	0.485	1.005
5061	5080	JAX00382776	JAX00054195	20	69281564	69452390	chr14	0.287428370957506	0.555	1.005
5081	5100	JAX00054196	JAX00382842	20	69452511	69637167	chr14	0.263446254221442	0.575	1.005
5101	5120	UNC24186677	UNC24188914	20	69639335	69829890	chr14	0.321006228468386	0.525	1.005
5121	5140	JAX00382875	JAX00054237	20	69831687	69990324	chr14	0.395300638963558	0.425	1.005
5141	5160	UNC24191395	UNC24193968	20	69998629	70166034	chr14	0.402304341839236	0.425	1.005
5161	5180	UNC24194081	JAX00382992	20	70175792	70345698	chr14	0.410649519349934	0.42	1.005
5181	5200	JAX00382994	UNC24197569	20	70353695	70484495	chr14	0.483556752539958	0.335	1.005
5201	5220	JAX00383020	JAX00383047	20	70486814	70617978	chr14	0.486846541830011	0.335	1.005
5221	5240	UNC24198725	JAX00383082	20	70632934	70810688	chr14	0.483194001796684	0.325	1.005
5241	5260	UNC24200780	JAX00383127	20	70811136	70961758	chr14	0.506928155777802	0.315	1.005
5261	5280	JAX00383134	JAX00054323	20	70973444	71124186	chr14	0.693723681164665	0.185	1.005
5281	5300	UNC24203802	UNC24206415	20	71170159	71373692	chr14	0.695800581500468	0.18	1.005
5301	5320	JAX00383246	JAX00383279	20	71377008	71510146	chr14	0.697575022106696	0.18	1.005
5321	5340	UNC24208098	UNC24209885	20	71511208	71672616	chr14	0.699004862474272	0.18	1.005
5341	5360	JAX00383334	JAX00054377	20	71681299	71857962	chr14	0.706484738359468	0.17	1.005
5361	5380	UNC24211934	JAX00383402	20	71863081	72013774	chr14	0.70728621300475	0.17	1.005
5381	5400	JAX00383404	JAX00054403	20	72019477	72200835	chr14	0.707221775796744	0.17	1.005
5401	5420	JAX00054404	JAX00054416	20	72207545	72373595	chr14	0.7071581474027	0.17	1.005
5421	5440	UNC24219581	JAX00383496	20	72398265	72575456	chr14	0.70705517618854	0.17	1.005
5441	5460	JAX00383497	JAX00383539	20	72575593	72696605	chr14	0.725138225152788	0.16	1.005
5461	5480	UNC24223697	JAX00383590	20	72700089	72854031	chr14	0.716534511632827	0.16	1.005
5481	5500	JAX00383593	UNC24228524	20	72855326	73054831	chr14	0.736066723814272	0.16	1.005
5501	5520	JAX00383631	UNC24230678	20	73063615	73243646	chr14	0.854334573481941	0.125	1.005
5521	5540	JAX00054481	JAX00054491	20	73249664	73375386	chr14	0.854939517290253	0.125	1.005
5541	5560	UNC24232332	JAX00383735	20	73375837	73477040	chr14	0.843912739750756	0.12	1.005
5561	5580	JAX00383736	JAX00383777	20	73479722	73609200	chr14	0.845146824510092	0.12	1.005
5581	5600	JAX00205235	UNC24238449	20	73613248	73744270	chr14	0.846551492670497	0.12	1.005
5601	5620	UNC24238621	JAX00383839	20	73755355	73917429	chr14	1.12061397502941	0.05	1.005
5621	5640	JAX00383841	JAX00205249	20	73933081	74084728	chr14	1.11579674800175	0.045	1.005
5641	5660	UNC24243619	JAX00383936	20	74086105	74335388	chr14	0.868925957965028	0.105	1.005
5661	5680	JAX00383937	JAX00383991	20	74335417	74580891	chr14	0.867453948133796	0.105	1.005
5681	5700	UNC24249876	JAX00384032	20	74589911	74781606	chr14	0.762499540749984	0.135	1.005
5701	5720	JAX00384038	JAX00384081	20	74784308	74930580	chr14	0.723506356850246	0.155	1.005
5721	5740	JAX00054607	JAX00384115	20	74931722	75094982	chr14	0.722148675083732	0.155	1.005
5741	5760	JAX00384121	JAX00054631	20	75105384	75234201	chr14	0.720939158704063	0.145	1.005
5761	5780	UNC24260361	JAX00384218	20	75271190	75448213	chr14	0.717163236581363	0.165	1.005
5781	5800	JAX00205277	UNC24265383	20	75470688	75596155	chr14	0.716645172409416	0.165	1.005
5801	5820	JAX00384267	JAX00384297	20	75612545	75734092	chr14	0.716228182063591	0.165	1.005
5821	5840	JAX00384299	UNC24270298	20	75747736	75937042	chr14	0.736521769421764	0.16	1.005
5841	5860	JAX00384353	JAX00384398	20	75946907	76112654	chr14	0.736603087721892	0.17	1.005
5861	5880	JAX00054696	JAX00384445	20	76120557	76312094	chr14	0.734863611285661	0.17	1.005
5881	5900	JAX00384449	JAX00384473	20	76328400	76497887	chr14	0.654686672104707	0.215	1.005
5901	5920	backupUNC141061832	JAX00054747	20	76561867	76798590	chr14	0.66140046563483	0.22	1.005
5921	5940	UNC24281039	UNC24283729	20	76812550	77001638	chr14	0.663154701746326	0.22	1.005
5941	5960	JAX00054763	JAX00054777	20	77005520	77192170	chr14	0.664806275649099	0.21	1.005
5961	5980	JAX00384587	JAX00384610	20	77194726	77337485	chr14	0.657629718863866	0.21	1.005
5981	6000	JAX00054790	JAX00054804	20	77358821	77559773	chr14	0.607069163408244	0.26	1.005
6001	6020	JAX00384635	JAX00054818	20	77560103	77726069	chr14	0.606917787190133	0.26	1.005
6021	6040	JAX00384665	JAX00384680	20	77728538	77951825	chr14	0.613729009290808	0.23	1.005
6041	6060	UNC24298367	JAX00384710	20	77983185	78069163	chr14	0.65074204535803	0.21	1.005
6061	6080	JAX00384712	JAX00384752	20	78070859	78194621	chr14	0.678499792298781	0.195	1.005
6081	6100	JAX00054854	UNC24303952	20	78207745	78334898	chr14	0.723647158159456	0.17	1.005
6101	6120	JAX00384778	JAX00384817	20	78339457	78549236	chr14	0.842439054617459	0.13	1.005
6121	6140	JAX00384818	JAX00054892	20	78549286	78744874	chr14	0.957899825136233	0.075	1.005
6141	6160	JAX00384851	JAX00054912	20	78747662	78988665	chr14	1.03919133400799	0.055	1.005
6161	6180	JAX00384897	JAX00384947	20	78989204	79212553	chr14	1.05804769805009	0.055	1.005
6181	6200	UNC24315068	JAX00054948	20	79234427	79465828	chr14	1.05998961670545	0.05	1.005
6201	6220	UNC24317545	UNC140401510	20	79466343	79709791	chr14	1.0521295017092	0.055	1.005
6221	6240	JAX00385027	UNC24322186	20	79714277	80022272	chr14	0.826174086694754	0.1	1.005
6241	6260	JAX00385062	UNC141084245	20	80050068	80213278	chr14	0.79079146436778	0.11	1.005
6261	6280	JAX00385093	JAX00055021	20	80258452	80446219	chr14	0.640568517177638	0.2	1.005
6281	6300	JAX00205370	UNC24327344	20	80483125	80656745	chr14	0.638018429499573	0.2	1.005
6301	6320	JAX00385160	JAX00055049	20	80680247	80789046	chr14	0.636408169737206	0.2	1.005
6321	6340	JAX00385200	UNC24330859	20	80794533	81057132	chr14	0.634883121551276	0.2	1.005
6341	6360	JAX00385232	JAX00385266	20	81085855	81342060	chr14	0.699080339931726	0.135	1.005
6361	6380	JAX00385270	JAX00385294	20	81348637	81597126	chr14	0.717687932013722	0.125	1.005
6381	6400	JAX00385295	JAX00385351	20	81597155	81802728	chr14	0.71673986689862	0.125	1.005
6401	6420	JAX00385356	JAX00055138	20	81815070	82038363	chr14	0.776272974218882	0.1	1.005
6421	6440	JAX00055140	JAX00385421	20	82055146	82407176	chr14	0.846380072651583	0.085	1.005
6441	6460	JAX00385425	UNC24351809	20	82420562	82674221	chr14	1.07566696714442	0.04	1.005
6461	6480	JAX00385463	UNC140625467	20	82674367	83066290	chr14	1.24260474876776	0.03	1.005
6481	6500	UNC24354682	JAX00205435	20	83073527	83347202	chr14	1.30490524842562	0.025	1.005
6501	6520	JAX00385533	UNC24362464	20	83353383	83595882	chr14	1.01607619771904	0.055	1.005
6521	6540	UNC24363323	JAX00055274	20	83655221	83979069	chr14	0.934416463944287	0.075	1.005
6541	6560	JAX00385600	JAX00385651	20	83979550	84423556	chr14	0.974452365292653	0.06	1.005
6561	6580	UNC140285643	JAX00385686	20	84434342	84678596	chr14	1.05886718686249	0.045	1.005
6581	6600	JAX00385691	JAX00385742	20	84681968	85027261	chr14	1.06591771192244	0.045	1.005
6601	6620	JAX00055355	JAX00055372	20	85047795	85303457	chr14	1.11625898249823	0.05	1.005
6621	6640	JAX00055373	JAX00055404	20	85307385	85726640	chr14	1.11780074995592	0.055	1.005
6641	6660	JAX00055405	JAX00385858	20	85754779	85957321	chr14	1.12362052051392	0.055	1.005
6661	6680	JAX00385861	JAX00055440	20	85962049	86191635	chr14	1.12879772597665	0.055	1.005
6681	6700	JAX00055443	UNC24399451	20	86248875	86438190	chr14	1.13389777819063	0.055	1.005
6701	6720	UNC24399508	UNC24400303	20	86445349	86521834	chr14	1.13568666151786	0.055	1.005
6721	6740	UNC24400389	UNC24402092	20	86526688	86662293	chr14	1.21264656580059	0.04	1.005
6741	6760	JAX00055476	JAX00055490	20	86672883	86874131	chr14	1.36380432460787	0.03	1.005
6761	6780	UNC24404854	JAX00055508	20	86882712	87100611	chr14	1.51939949453408	0.025	1
6781	6800	JAX00386070	JAX00055523	20	87100722	87317817	chr14	1.51782914011188	0.025	1
6801	6820	JAX00055526	JAX00386164	20	87349131	87563596	chr14	1.50974131339761	0.025	1
6821	6840	JAX00386165	JAX00055559	20	87584429	87804381	chr14	1.3780442286295	0.03	1.005
6841	6860	UNC24416758	JAX00386244	20	87812410	88093266	chr14	1.23871525034244	0.04	1.005
6861	6880	JAX00386247	JAX00055602	20	88112566	88331709	chr14	1.05957345453948	0.07	1.005
6881	6900	JAX00386272	JAX00386308	20	88342104	88619152	chr14	0.96787410335497	0.07	1.005
6901	6920	JAX00386310	JAX00386341	20	88620979	88828781	chr14	1.16693077310417	0.06	1.005
6921	6940	JAX00055641	UNC24438328	20	88862766	89186499	chr14	1.43221379475243	0.03	1
6941	6960	JAX00055666	UNC24444415	20	89195344	89545567	chr14	1.45887867101806	0.03	1
6961	6980	JAX00055692	JAX00386452	20	89545702	89846200	chr14	1.40701287018776	0.03	1.005
6981	7000	UNC24448740	JAX00386488	20	89858227	90197444	chr14	1.21479097698249	0.05	1.005
7001	7020	JAX00386490	JAX00386522	20	90199254	90428167	chr14	1.10477255142834	0.07	1.005
7021	7040	UNC24458936	UNC24462388	20	90430288	90672353	chr14	1.26308277374207	0.045	1.005
7041	7060	JAX00386544	JAX00386567	20	90684969	90891228	chr14	1.2640677852097	0.045	1.005
7061	7080	JAX00386569	UNC24469415	20	90891551	91121322	chr14	1.18038562265059	0.055	1.005
7081	7100	JAX00055811	JAX00386633	20	91143988	91496904	chr14	1.26742501451782	0.045	1.005
7101	7120	JAX00386634	JAX00055866	20	91505792	91905187	chr14	1.294515431161	0.045	1.005
7121	7140	JAX00055867	JAX00386717	20	91905248	92144714	chr14	1.17439901599246	0.06	1.005
7141	7160	JAX00386721	JAX00386777	20	92164591	92586964	chr14	1.32908964817282	0.045	1.005
7161	7180	JAX00386779	JAX00386829	20	92635603	92954811	chr14	1.46957040922703	0.025	1
7181	7200	JAX00055948	backupJAX00055971	20	92982984	93291876	chr14	1.10518904932434	0.065	1.005
7201	7220	JAX00386862	JAX00055990	20	93305816	93542136	chr14	0.992744494313958	0.1	1.005
7221	7240	JAX00055991	JAX00056007	20	93574430	93772795	chr14	1.09673218023911	0.08	1.005
7241	7260	JAX00056008	JAX00386984	20	93772980	93951973	chr14	1.06419055704404	0.085	1.005
7261	7280	JAX00056021	JAX00387015	20	93969530	94116234	chr14	1.05115470025512	0.09	1.005
7281	7300	JAX00387016	JAX00387048	20	94116438	94292879	chr14	1.01853725641837	0.105	1.005
7301	7320	JAX00056045	JAX00387081	20	94292975	94535808	chr14	0.914274733640642	0.115	1.005
7321	7340	JAX00056065	UNC24521979	20	94536235	94795905	chr14	0.905526858119916	0.11	1.005
7341	7360	JAX00056084	JAX00387151	20	94799982	95090250	chr14	0.931779734196907	0.09	1.005
7361	7380	JAX00387152	JAX00056126	20	95091317	95375773	chr14	0.876044210551959	0.1	1.005
7381	7400	UNC24529690	JAX00056152	20	95379003	95722325	chr14	0.866198319183726	0.105	1.005
7401	7420	JAX00387251	JAX00387290	20	95726109	95960253	chr14	0.929018074471296	0.08	1.005
7421	7440	JAX00387292	JAX00056187	20	95971558	96177320	chr14	0.960347338126069	0.065	1.005
7441	7460	UNC24540888	JAX00056205	20	96188305	96417827	chr14	0.959929843259363	0.09	1.005
7461	7480	JAX00387378	UNC24546380	20	96454731	96599911	chr14	0.977807697026048	0.085	1.005
7481	7500	UNC24546434	JAX00056245	20	96601669	96963867	chr14	0.98416488099581	0.08	1.005
7501	7520	JAX00056246	JAX00387481	20	96964164	97361739	chr14	1.09741678123701	0.05	1.005
7521	7540	JAX00056276	JAX00056303	20	97375593	97746456	chr14	1.36285193264478	0.03	1.005
7541	7560	UNC24567003	JAX00056325	20	97750652	98022317	chr14	1.32170919073029	0.025	1.005
7561	7580	JAX00387549	backupJAX00387582	20	98025059	98241520	chr14	1.31731939280848	0.025	1.005
7581	7600	JAX00056342	UNC24576611	20	98242885	98502331	chr14	0.980889170087	0.065	1.005
7601	7620	JAX00387620	UNC24579877	20	98527978	98755195	chr14	0.863426820607586	0.105	1.005
7621	7640	JAX00056380	JAX00056402	20	98780935	99047146	chr14	0.790536351627058	0.145	1.005
7641	7660	JAX00387685	UNC24588059	20	99047299	99305804	chr14	0.749819036460504	0.17	1.005
7661	7680	JAX00387730	UNC24592492	20	99347044	99645022	chr14	0.77023632128192	0.14	1.005
7681	7700	UNC24592733	JAX00387777	20	99664108	99770490	chr14	0.810575990776381	0.125	1.005
7701	7720	UNC24594330	UNC24596074	20	99776140	99884112	chr14	0.825385410053232	0.125	1.005
7721	7740	JAX00056464	JAX00387807	20	99886007	99983932	chr14	0.716045667188413	0.17	1.005
7741	7760	JAX00387810	JAX00387827	20	99987304	100078743	chr14	0.712929993704406	0.16	1.005
7761	7780	JAX00387828	JAX00387854	20	100082356	100205602	chr14	0.801009459945593	0.13	1.005
7781	7800	JAX00056488	JAX00387889	20	100220092	100312175	chr14	1.05233696598796	0.065	1.005
7801	7820	JAX00387892	JAX00056512	20	100320283	100519047	chr14	1.0740326608582	0.065	1.005
7821	7840	JAX00387923	JAX00387957	20	100519162	100671299	chr14	1.07745980598218	0.065	1.005
7841	7860	JAX00387958	JAX00056536	20	100671743	100840615	chr14	1.14950331016336	0.05	1.005
7861	7880	JAX00387990	JAX00388035	20	100843750	101066142	chr14	1.02218891282886	0.07	1.005
7881	7900	UNC24614763	JAX00388065	20	101073574	101249482	chr14	0.947159754550485	0.085	1.005
7901	7920	JAX00056568	JAX00056584	20	101273043	101490669	chr14	1.04368568951665	0.06	1.005
7921	7940	JAX00388104	JAX00388127	20	101506062	101678393	chr14	1.08986898320107	0.045	1.005
7941	7960	JAX00388129	JAX00388161	20	101681646	101968529	chr14	1.18350634948185	0.045	1.005
7961	7980	JAX00388163	JAX00388191	20	101987083	102233504	chr14	1.12247475593123	0.06	1.005
7981	8000	JAX00388194	JAX00388233	20	102236365	102437613	chr14	1.0143607618833	0.075	1.005
8001	8020	JAX00056658	JAX00056674	20	102454512	102701065	chr14	1.07351998588525	0.07	1.005
8021	8040	JAX00388276	JAX00388302	20	102703482	102984844	chr14	1.05931708480527	0.065	1.005
8041	8060	JAX00388306	UNC24642980	20	103004056	103257978	chr14	1.16854816252312	0.05	1.005
8061	8080	JAX00388336	JAX00388361	20	103278361	103434596	chr14	1.2133046609848	0.025	1.005
8081	8100	JAX00388362	JAX00388380	20	103434797	103642241	chr14	1.23669391943733	0.025	1.005
8101	8120	JAX00056748	JAX00205663	20	103650044	103836042	chr14	1.04856088153833	0.05	1.005
8121	8140	JAX00388412	JAX00388453	20	103867501	104023661	chr14	0.876547381950037	0.075	1.005
8141	8160	JAX00056778	JAX00388506	20	104055844	104319341	chr14	0.708115772207977	0.15	1.005
8161	8180	UNC24652680	JAX00388555	20	104325320	104633253	chr14	0.535097951685199	0.27	1.005
8181	8200	JAX00056822	JAX00388606	20	104662931	104894423	chr14	0.573099224436589	0.24	1.005
8201	8220	JAX00056840	JAX00388633	20	104900601	105086253	chr14	0.623115399650583	0.225	1.005
8221	8240	JAX00388635	JAX00388665	20	105089154	105234944	chr14	0.622764488502137	0.225	1.005
8241	8260	JAX00388668	JAX00056871	20	105238142	105331504	chr14	0.598747652328521	0.225	1.005
8261	8280	JAX00388714	JAX00388751	20	105341104	105466579	chr14	0.677840360864084	0.165	1.005
8281	8300	UNC24666738	JAX00056894	20	105468197	105630890	chr14	0.763977043024082	0.13	1.005
8301	8320	UNC24668230	JAX00388854	20	105649822	105721019	chr14	0.835489947289799	0.125	1.005
8321	8340	JAX00388855	JAX00388903	20	105721583	105803521	chr14	0.815191563810665	0.13	1.005
8341	8360	UNC24670575	UNC24672301	20	105821061	105999917	chr14	0.800419657472417	0.135	1.005
8361	8380	JAX00056923	JAX00056935	20	106015303	106166793	chr14	0.753565270685631	0.155	1.005
8381	8400	JAX00388989	UNC24676691	20	106167721	106435569	chr14	0.752096758699059	0.15	1.005
8401	8420	JAX00056955	JAX00389089	20	106442567	106721454	chr14	0.766984201277375	0.14	1.005
8421	8440	JAX00389092	JAX00056993	20	106740468	106955170	chr14	1.09369554560255	0.045	1.005
8441	8460	JAX00389121	JAX00389161	20	106956177	107200696	chr14	1.10652662737076	0.045	1.005
8461	8480	JAX00389168	JAX00057034	20	107230472	107492415	chr14	0.975635207408788	0.075	1.005
8481	8500	JAX00389197	JAX00057046	20	107492463	107664055	chr14	0.962893168339454	0.07	1.005
8501	8520	JAX00389244	JAX00057061	20	107673638	107873096	chr14	0.949066653006316	0.07	1.005
8521	8540	JAX00389277	JAX00389317	20	107903469	108168175	chr14	0.970163797493063	0.065	1.005
8541	8560	JAX00389319	UNC24702108	20	108168533	108496006	chr14	0.916806089285103	0.075	1.005
8561	8580	JAX00057112	UNC24707780	20	108538601	108928110	chr14	0.643199406987814	0.205	1.005
8581	8600	JAX00057142	JAX00057167	20	108953436	109261618	chr14	0.610332382266966	0.21	1.005
8601	8620	JAX00205788	JAX00389494	20	109269259	109552710	chr14	0.655879809809993	0.18	1.005
8621	8640	JAX00389497	JAX00057210	20	109565858	109856455	chr14	0.622369189294211	0.205	1.005
8641	8660	JAX00389543	JAX00389590	20	109856545	110100823	chr14	0.556144973169078	0.235	1.005
8661	8680	JAX00389592	JAX00389659	20	110101587	110403401	chr14	0.552733761354597	0.235	1.005
8681	8700	JAX00188035	JAX00389695	20	110411442	110626770	chr14	0.56094514781271	0.215	1.005
8701	8720	UNC24737796	JAX00057288	20	110643675	110887427	chr14	0.510659943520589	0.29	1.005
8721	8740	JAX00389719	UNC24745533	20	110896116	111069737	chr14	0.498453418754895	0.315	1.005
8741	8760	UNC24745551	JAX00389763	20	111070516	111316529	chr14	0.494499884731117	0.315	1.005
8761	8780	JAX00389766	JAX00057352	20	111319092	111737895	chr14	0.561896340081308	0.245	1.005
8781	8800	JAX00057354	JAX00389870	20	111767657	112030247	chr14	0.691666682159669	0.23	1.005
8801	8820	JAX00389872	JAX00389919	20	112034107	112259940	chr14	0.713619805957613	0.2	1.005
8821	8840	JAX00389920	JAX00205837	20	112268886	112452166	chr14	0.752207085323728	0.17	1.005
8841	8860	JAX00389964	JAX00390013	20	112461090	112692691	chr14	0.75024586902716	0.165	1.005
8861	8880	JAX00390015	JAX00057446	20	112693492	112983314	chr14	0.756218698839331	0.16	1.005
8881	8900	JAX00390068	UNC24780472	20	113012114	113154681	chr14	0.778574886280959	0.165	1.005
8901	8920	UNC24780500	JAX00390135	20	113157486	113634473	chr14	0.873204644631174	0.12	1.005
8921	8940	JAX00057495	JAX00188039	20	113639270	113961576	chr14	0.885761239415719	0.115	1.005
8941	8960	JAX00390172	JAX00390228	20	113989345	114253090	chr14	0.898295216229966	0.11	1.005
8961	8980	JAX00390236	JAX00390269	20	114294741	114459395	chr14	0.93069832066062	0.09	1.005
8981	9000	JAX00057556	UNC24798429	20	114460150	114728293	chr14	0.93538525832421	0.085	1.005
9001	9020	JAX00057578	JAX00390369	20	114744467	115046895	chr14	0.923010152939359	0.105	1.005
9021	9040	UNC24803748	UNC24807006	20	115081360	115331518	chr14	0.984047872073169	0.085	1.005
9041	9060	JAX00057621	UNC24812995	20	115339197	115711229	chr14	1.0061565629301	0.08	1.005
9061	9080	JAX00390481	JAX00057679	20	115715132	116127898	chr14	1.00544569095945	0.085	1.005
9081	9100	JAX00390528	UNC24824048	20	116164378	116516531	chr14	1.05209118445267	0.08	1.005
9101	9120	JAX00057709	JAX00390611	20	116537123	116806933	chr14	1.05032986289627	0.08	1.005
9121	9140	JAX00057731	JAX00057755	20	116829379	117139938	chr14	1.06737092201301	0.07	1.005
9141	9160	UNC24833133	JAX00057773	20	117147724	117381589	chr14	1.15421442459663	0.07	1.005
9161	9180	UNC24837233	JAX00390720	20	117404865	117605026	chr14	1.25251426375564	0.07	1.005
9181	9200	UNC24841011	UNC24844310	20	117606311	117818593	chr14	1.26411187258517	0.065	1.005
9201	9220	UNC24844635	JAX00205982	20	117837873	117994472	chr14	1.23044920977519	0.07	1.005
9221	9240	JAX00390802	UNC24849331	20	117999286	118105705	chr14	1.20220719600133	0.085	1.005
9241	9260	UNC24849764	JAX00390906	20	118128857	118278202	chr14	1.08129863980346	0.1	1.005
9261	9280	JAX00057840	JAX00057850	20	118286438	118420439	chr14	1.1136293607995	0.075	1.005
9281	9300	UNC24855375	JAX00390960	20	118431892	118615773	chr14	1.08888582624317	0.11	1.005
9301	9320	UNC24858774	UNC24862724	20	118621108	118829439	chr14	0.978808601777776	0.12	1.005
9321	9340	UNC24862902	UNC24866697	20	118842557	119030414	chr14	0.76541943072854	0.175	1.005
9341	9360	UNC24867229	UNC24872163	20	119060162	119334375	chr14	0.630387169438479	0.24	1.005
9361	9380	UNC24872494	UNC24875157	20	119357071	119529884	chr14	0.579975521088617	0.27	1.005
9381	9400	UNC24875323	JAX00057931	20	119541607	119682170	chr14	0.553619212457058	0.3	1.005
9401	9420	JAX00057932	UNC24880715	20	119682287	119855366	chr14	0.564231674016507	0.28	1.005
9421	9440	JAX00391140	UNC24883287	20	119862230	120033036	chr14	0.670230111691125	0.205	1.005
9441	9460	UNC24883430	UNC24885329	20	120041530	120199318	chr14	0.710929845200334	0.17	1.005
9461	9480	JAX00391193	JAX00391233	20	120200423	120391837	chr14	0.685126530688796	0.185	1.005
9481	9500	JAX00391234	UNC24891655	20	120403238	120608527	chr14	0.668208123620749	0.19	1.005
9501	9520	JAX00391266	JAX00391303	20	120632110	120781560	chr14	0.649619534487279	0.195	1.005
9521	9540	UNC24894319	UNC24897885	20	120791735	121024493	chr14	0.647036627055906	0.225	1.005
9541	9560	JAX00391358	JAX00391394	20	121049465	121324574	chr14	0.573354944206967	0.275	1.005
9561	9580	JAX00391397	JAX00391419	20	121331649	121457309	chr14	0.559405345933534	0.275	1.005
9581	9600	JAX00391424	JAX00058077	20	121474747	121602895	chr14	0.568949359424671	0.255	1.005
9601	9620	JAX00391462	JAX00058084	20	121625402	121712747	chr14	0.594143438636637	0.26	1.005
9621	9640	UNC24909850	JAX00391533	20	121741028	121878795	chr14	0.454007202491624	0.34	1.005
9641	9660	JAX00391535	JAX00391600	20	121879034	122009988	chr14	0.39180079741075	0.415	1.005
9661	9680	JAX00391601	JAX00391677	20	122019181	122364258	chr14	0.463653428669984	0.345	1.005
9681	9700	JAX00391678	JAX00391730	20	122369235	122605734	chr14	0.544244834591067	0.295	1.005
9701	9720	JAX00391731	JAX00391755	20	122606737	122792578	chr14	0.480357317443433	0.33	1.005
9721	9740	JAX00391758	JAX00058192	20	122794365	123162301	chr14	0.470128497310483	0.325	1.005
9741	9760	JAX00058193	JAX00391824	20	123162505	123413852	chr14	0.476247704162505	0.325	1.005
9761	9780	JAX00391825	JAX00058230	20	123422749	123676210	chr14	0.482356244525078	0.32	1.005
9781	9800	JAX00058233	JAX00058257	20	123708791	124051092	chr14	0.498918562697657	0.325	1.005
9801	9820	JAX00391881	JAX00058283	20	124077952	124373175	chr14	0.517471378642159	0.32	1.005
9821	9840	UNC24937909	JAX00058312	20	124374701	124760237	chr14	0.492235466498966	0.32	1.005
9841	9860	JAX00058313	UNC24942598	20	124767639	125073011	chr14	0.488576184733063	0.33	1.005
1	20	JAX00391985	JAX00058366	20	3090615	3456229	chr15	0.0137257194262461	0.95	1.005
21	40	JAX00058367	JAX00392060	20	3456390	3654661	chr15	0.0176600548515728	0.925	1.005
41	60	JAX00392064	JAX00058406	20	3661327	3966885	chr15	0.0269933119304878	0.895	1.005
61	80	JAX00392109	UNC24952531	20	3969146	4149548	chr15	0.0340044830330506	0.91	1.005
81	100	JAX00392153	JAX00392202	20	4169766	4509442	chr15	0.025867645839251	0.925	1.005
101	120	JAX00392203	UNC24958067	20	4509468	4823573	chr15	0.0235674261218123	0.925	1.005
121	140	backupUNC150414849	JAX00058496	20	4830468	5193740	chr15	0.0265919283663717	0.925	1.005
141	160	backupUNC150415457	JAX00206193	20	5210750	5628347	chr15	0.0189279923212251	0.945	1.005
161	180	JAX00392385	JAX00058559	20	5672648	6031228	chr15	0.01500421285859	0.975	1.005
181	200	JAX00206205	JAX00392473	20	6031941	6200553	chr15	0.016362814297385	0.97	1.005
201	220	JAX00392477	JAX00392510	20	6229087	6396260	chr15	0.0336639882717048	0.95	1.005
221	240	JAX00392511	JAX00392544	20	6396283	6596733	chr15	0.0320131537448223	0.955	1.005
241	260	JAX00206218	UNC24982671	20	6667084	6867631	chr15	0.0366790262461971	0.95	1.005
261	280	JAX00392588	JAX00392627	20	6872710	6997560	chr15	0.0405097687118573	0.96	1.005
281	300	JAX00392629	JAX00392676	20	7000652	7131468	chr15	0.0345289610887388	0.96	1.005
301	320	UNC24986265	JAX00058651	20	7132746	7262673	chr15	0.0337558310667645	0.96	1.005
321	340	UNC24988180	JAX00392743	20	7268535	7392552	chr15	0.0315760769543081	0.965	1.005
341	360	JAX00058660	JAX00392799	20	7395391	7624422	chr15	0.0259824399995612	0.965	1.005
361	380	JAX00392802	JAX00392851	20	7647783	7957658	chr15	0.0298431067229436	0.955	1.005
381	400	JAX00392852	JAX00392900	20	7965954	8310067	chr15	0.0267004517649069	0.96	1.005
401	420	JAX00058731	JAX00058759	20	8334248	8702528	chr15	0.0289274132956649	0.96	1.005
421	440	JAX00058760	JAX00392979	20	8712836	9042220	chr15	0.0362667683826804	0.96	1.005
441	460	JAX00058784	UNC25010840	20	9042478	9354115	chr15	0.0332603888009869	0.95	1.005
461	480	JAX00393020	JAX00393055	20	9362143	9563194	chr15	0.040011320937433	0.95	1.005
481	500	JAX00058825	UNC25016485	20	9563945	9932663	chr15	0.0353783537810658	0.95	1.005
501	520	JAX00058855	JAX00058876	20	9957963	10233248	chr15	0.0375690056119446	0.95	1.005
521	540	JAX00058877	UNC25022543	20	10233476	10444912	chr15	0.0346623588817493	0.95	1.005
541	560	JAX00206306	JAX00058904	20	10464746	10617866	chr15	0.0404046500659663	0.95	1.005
